g_converged min_loss iter nsites nqubits0 h nlayers SvN time
true 9.068012785107271e-8 227 4 1 0.0 3 0.0 1.56
true 3.7986592404948283e-7 340 4 1 0.0 4 0.0 3.02
true 0.0001257784920202787 733 4 2 0.0 3 0.0 4.39
true 4.521531272727586e-7 438 4 2 0.0 4 0.0 3.61
true 3.245349937193905e-6 730 4 3 0.0 3 0.0 3.97
true 2.7306760883953157e-7 583 4 3 0.0 4 0.0 4.68
true 1.626669533821845e-6 445 4 4 0.0 3 0.0 2.74
true 4.658217210615212e-6 498 4 4 0.0 4 0.0 3.99
true 2.4135634524302674e-7 322 4 1 0.04 3 5.221054521751489e-7 2.18
true 3.2277307894235108e-6 414 4 1 0.04 4 5.221054521751489e-7 3.33
true 1.8106689725350122e-7 322 4 2 0.04 3 5.221054521751489e-7 2.19
true 7.389253164102882e-5 746 4 2 0.04 4 5.221054521751489e-7 5.86
true 1.4389742556408791e-6 1167 4 3 0.04 3 5.221054521751489e-7 6.55
true 4.104408456255075e-7 463 4 3 0.04 4 5.221054521751489e-7 4.02
true 4.552626790860215e-6 641 4 4 0.04 3 5.221054521751489e-7 3.77
true 4.460400120018249e-6 580 4 4 0.04 4 5.221054521751489e-7 4.61
true 9.357674740528843e-6 280 4 1 0.08 3 0.00031555771092967207 1.89
true 4.5012669969146657e-7 486 4 1 0.08 4 0.00031555771092967207 4.22
true 1.4704393671849392e-5 330 4 2 0.08 3 0.00031555771092967207 2.38
true 2.5209368789524955e-5 475 4 2 0.08 4 0.00031555771092967207 3.83
true 1.078610665383728e-5 285 4 3 0.08 3 0.00031555771092967207 1.97
true 1.2411152977213439e-5 907 4 3 0.08 4 0.00031555771092967207 7.19
true 7.883880616926797e-6 474 4 4 0.08 3 0.00031555771092967207 2.97
true 1.955401378729571e-5 818 4 4 0.08 4 0.00031555771092967207 6.01
true 0.0002651171526961704 388 4 1 0.12 3 0.002857451366537061 2.5
true 5.240570419617896e-6 974 4 1 0.12 4 0.002857451366537061 7.56
true 8.196271610111383e-5 487 4 2 0.12 3 0.002857451366537061 2.93
true 0.00017677660304771248 521 4 2 0.12 4 0.002857451366537061 4.25
true 0.0002142315841061985 334 4 3 0.12 3 0.002857451366537061 2.18
true 4.016940798183081e-5 967 4 3 0.12 4 0.002857451366537061 6.97
true 4.9727539886162964e-5 504 4 4 0.12 3 0.002857451366537061 3.2
true 0.00022904409833103545 568 4 4 0.12 4 0.002857451366537061 4.9
true 6.19840248447523e-5 906 4 1 0.16 3 0.009312166724123666 5.14
true 7.498812684580969e-6 1131 4 1 0.16 4 0.009312166724123666 7.92
true 3.418073204322636e-5 1171 4 2 0.16 3 0.009312166724123666 6.41
true 0.0003246189350849804 583 4 2 0.16 4 0.009312166724123666 4.55
true 0.00015874256775200157 266 4 3 0.16 3 0.009312166724123666 1.81
true 0.00018329406736598367 1863 4 3 0.16 4 0.009312166724123666 12.86
true 0.0007830835890916266 723 4 4 0.16 3 0.009312166724123666 4.1
true 0.0007873711628473834 1546 4 4 0.16 4 0.009312166724123666 11.15
true 0.00017429526199014278 734 4 1 0.2 3 0.028809882776728333 3.97
true 2.229969572026258e-5 374 4 1 0.2 4 0.028809882776728333 3.32
true 0.00014396759102103251 1664 4 2 0.2 3 0.028809882776728333 9.05
true 4.629541857067987e-5 1720 4 2 0.2 4 0.028809882776728333 12.02
true 3.0908430540580824e-5 795 4 3 0.2 3 0.028809882776728333 4.46
true 2.398747200943463e-5 1576 4 3 0.2 4 0.028809882776728333 11.54
true 4.58785800771383e-5 643 4 4 0.2 3 0.028809882776728333 4.0
true 0.00019216311644712492 1438 4 4 0.2 4 0.028809882776728333 10.29
true 4.344873810357974e-5 517 4 1 0.24 3 0.08188079160576314 2.95
true 6.9424763318171046e-6 639 4 1 0.24 4 0.08188079160576314 4.79
true 0.007433510916662861 291 4 2 0.24 3 0.08188079160576314 1.98
true 6.533498987243425e-6 1611 4 2 0.24 4 0.08188079160576314 11.11
true 0.005241924677939047 990 4 3 0.24 3 0.08188079160576314 5.65
true 0.00016460295247959036 2876 4 3 0.24 4 0.08188079160576314 20.38
true 0.00017166472265056631 756 4 4 0.24 3 0.08188079160576314 4.46
true 2.165093419466413e-5 2915 4 4 0.24 4 0.08188079160576314 20.26
true 7.435338458927632e-5 555 4 1 0.28 3 0.1955000413843353 3.25
true 2.806151672807289e-6 780 4 1 0.28 4 0.1955000413843353 5.88
true 0.0020460463457686595 1707 4 2 0.28 3 0.1955000413843353 9.55
true 6.274444015907932e-6 1126 4 2 0.28 4 0.1955000413843353 8.25
true 8.22520796426492e-5 667 4 3 0.28 3 0.1955000413843353 3.94
true 0.0005410120807720816 971 4 3 0.28 4 0.1955000413843353 7.26
true 0.0005808328434645932 993 4 4 0.28 3 0.1955000413843353 5.69
true 0.00015086603345358662 1307 4 4 0.28 4 0.1955000413843353 9.53
true 1.5349669192921134e-6 681 4 1 0.32 3 0.3673031991535092 3.62
true 1.1279935486219195e-6 1025 4 1 0.32 4 0.3673031991535092 7.22
true 0.007359468482195347 784 4 2 0.32 3 0.3673031991535092 4.46
true 4.3766331424555105e-6 1082 4 2 0.32 4 0.3673031991535092 7.5
true 0.0009311326973175197 1000 4 3 0.32 3 0.3673031991535092 5.88
true 0.00037584296734771705 2503 4 3 0.32 4 0.3673031991535092 17.86
true 7.513597343483669e-5 1634 4 4 0.32 3 0.3673031991535092 9.4
true 3.4654432695055415e-5 1445 4 4 0.32 4 0.3673031991535092 10.53
true 5.5088179451878716e-5 1383 4 1 0.36 3 0.5242078864035358 7.66
true 1.6278967429617097e-7 439 4 1 0.36 4 0.5242078864035358 3.79
true 0.011123440544134167 1141 4 2 0.36 3 0.5242078864035358 6.09
